EAST,NORTH,RL,HOLEID,PL_CU,lookup_domain
2969.15,413.31,417.09,830900,0.219,3521
2988.41,425.91,417.98,830901,0.13,3521
2913.41,329.94,417.16,830905,0.086,3521
1632.3,312.16,414.04,830912,0.416,3210
1744.87,310.58,413.22,830926,0.423,3210
1777.74,251.79,412.57,830941,0.508,3210
1800.31,251.5,412.73,830943,0.432,3210
1980.56,249.13,415.55,830976,0.498,3210
1913.04,249.86,414.14,830979,0.378,3210
3351.2,202.12,516.11,831025,0.107,3521
3001.76,39.62,514.73,831065,0.063,3521
2323.58,48.54,514.86,831079,0.758,3210
2347.23,48.9,515.06,831082,0.421,3026
2616.88,40.21,516.67,831091,0.162,3521
2534.04,26.07,516.24,831097,0.258,3521
2408.12,8.71,516.11,831117,0.206,3026
2684.76,45.26,516.86,831121,0.155,3121
3083.65,581.25,416.04,837990,0.216,3110
3157.96,629.32,415.09,837994,0.199,3026
2686.04,20.03,522.93,831125,0.128,3521
3056.91,39.85,514.57,831144,0.018,3521
2232.27,431.55,464.47,831171,0.602,3210
2153.46,413.54,465.06,831189,0.569,3310
2142.83,472.0,463.78,831193,0.507,3310
2165.24,393.72,464.53,831198,0.718,3310
2186.57,394.18,464.3,831199,0.553,3310
1724.4,262.42,465.39,831241,0.348,3210
1743.52,183.88,465.12,831255,0.39,3210
1869.84,241.65,465.16,831267,0.376,3210
1788.96,184.73,464.73,831284,0.398,3210
1812.29,184.4,464.6,831285,0.416,3210
1834.24,184.93,464.8,831286,0.51,3210
2058.71,180.17,464.7,831307,0.605,3210
2081.98,180.01,464.3,831309,0.423,3210
2378.1,239.03,465.22,831329,0.206,3521
2538.41,236.31,464.21,831336,0.153,3221
2528.79,258.22,464.27,831345,0.088,3221
2597.13,296.31,464.14,831356,0.088,3121
2678.53,314.78,464.37,831394,0.035,3121
2666.92,336.24,464.24,831397,0.039,3121
2724.46,314.46,464.07,831422,0.035,3521
2839.13,314.0,464.21,831427,0.053,3521
2850.97,333.68,463.91,831434,0.06,3521
3755.14,570.62,461.88,838254,0.203,3210
3816.85,608.58,462.27,838262,0.199,3210
3834.57,618.16,462.04,838263,0.509,3210
3832.99,599.66,461.35,838268,0.71,3210
3863.73,599.33,461.84,838271,0.223,3026
3771.18,542.97,461.65,838283,0.225,3210
3060.09,43.26,460.96,838290,0.065,3121
1541.59,55.3,464.4,838323,0.53,3016
1595.26,46.12,464.4,838329,1.26,3016
1612.72,43.39,464.24,838331,0.522,3016
3437.68,497.46,464.17,837207,0.186,3026
3517.28,680.43,466.01,837228,0.195,3210
3538.08,646.87,466.08,837240,0.261,3210
3540.01,625.71,466.11,837248,0.368,3110
3540.21,602.55,465.91,837250,0.385,3110
3561.96,569.02,465.16,837265,0.335,3110
3656.84,629.25,465.29,837270,0.281,3210
3693.33,677.22,465.72,837282,0.269,3210
3510.35,816.13,466.21,837310,0.187,3210
3148.31,127.18,463.12,837404,0.107,3521
3219.34,185.12,463.45,837408,0.139,3026
3193.69,215.73,463.88,837422,0.16,3521
2623.58,95.69,462.27,837426,0.162,3521
2646.74,95.1,462.3,837427,0.158,3121
2670.07,95.0,462.43,837428,0.182,3521
2830.5,93.59,462.11,837435,0.098,3121
2876.23,92.18,461.94,837437,0.065,3121
3414.06,425.18,464.01,837447,0.215,3026
3308.09,820.49,415.12,837981,0.184,3210
3254.48,691.82,414.17,837999,0.184,3110
2025.74,26.4,462.8,838356,0.395,3210
3157.47,80.14,460.37,838367,0.049,3521
3166.88,68.59,460.47,838372,0.036,3521
2869.28,31.68,461.42,838380,0.082,3121
2954.19,45.39,460.66,838386,0.104,3121
2971.08,45.3,460.6,838388,0.119,3121
2761.83,32.37,461.65,838390,0.149,3121
2779.78,32.24,461.71,838391,0.085,3121
2880.56,15.44,461.71,838400,0.08,3121
3176.86,202.25,463.78,837417,0.225,3521
3214.16,207.43,463.55,837423,0.169,3521
2738.77,94.15,462.4,837431,0.13,3121
2772.92,74.13,462.63,837440,0.181,3121
3452.81,406.15,464.37,837452,0.057,3026
3468.23,482.76,464.11,837453,0.285,3026
3469.44,461.96,463.98,837454,0.249,3026
3489.78,431.12,463.78,837460,0.204,3026
3509.7,443.46,464.04,837463,0.21,3026
3547.46,467.18,464.04,837470,0.073,3110
3561.7,543.39,465.09,837471,0.497,3110
3566.46,479.32,463.85,837473,0.113,3110
3267.01,274.13,465.22,837480,0.199,3521
3325.51,272.95,464.24,837484,0.261,3521
3196.51,654.22,415.16,837996,0.094,3026
2817.15,353.53,463.55,831449,0.063,3026
2828.6,374.04,463.42,831451,0.051,3026
2862.32,352.45,464.01,831455,0.059,3026
2768.79,193.59,464.04,831481,0.018,3121
2814.55,193.1,464.37,831483,0.062,3121
2666.52,215.11,464.47,831492,0.065,3121
2699.27,193.95,463.75,831494,0.05,3121
2666.46,175.58,463.09,831496,0.084,3121
2778.89,173.31,464.14,831501,0.053,3121
3450.91,448.74,463.65,837450,0.308,3026
3470.2,442.11,463.75,837455,0.296,3026
3505.11,469.18,464.37,837462,0.259,3026
3544.61,529.65,464.7,837468,0.258,3026
3343.39,287.75,463.88,837489,0.069,3521
3771.97,562.42,461.91,838255,0.202,3210
3770.82,580.04,462.07,838256,0.238,3210
3817.38,572.13,461.81,838277,0.175,3110
1480.3,97.43,461.84,838293,0.68,3016
1486.34,80.6,462.83,838296,0.87,3016
1515.24,91.65,462.93,838298,0.711,3016
1488.47,64.65,463.09,838317,0.526,3016
1630.89,40.08,464.07,838333,0.355,3016
3152.61,56.65,460.6,838370,0.043,3521
3194.21,91.29,460.73,838376,0.038,3521
2851.69,31.48,461.09,838379,0.123,3121
3130.66,112.19,463.12,837403,0.04,3521
3160.81,163.08,463.16,837411,0.236,3026
3178.37,177.78,463.16,837412,0.21,3026
3196.51,192.87,463.55,837413,0.135,3026
3194.21,216.82,463.94,837420,0.138,3521
2715.9,94.64,462.5,837430,0.102,3121
2749.92,74.36,463.12,837439,0.089,3121
3448.31,464.91,464.17,837449,0.267,3026
3563.73,523.84,464.44,837475,0.226,3110
3284.99,265.37,464.67,837481,0.187,3521
3265.47,322.56,464.67,837485,0.256,3521
3300.61,305.04,464.53,837487,0.131,3521
3284.4,337.03,464.73,837490,0.269,3521
1926.1,260.65,467.03,830116,0.346,3210
2060.72,219.84,466.31,830146,0.486,3210
2106.09,219.44,466.4,830148,0.442,3210
2128.2,218.72,466.21,830149,0.442,3210
2116.82,199.69,465.49,830150,0.666,3210
2679.71,435.35,464.86,830194,0.099,3521
2748.94,434.5,464.6,830197,0.282,3026
2771.71,433.98,464.37,830198,0.22,3026
1643.65,127.97,466.37,839018,0.415,3210
1676.69,108.25,466.01,839023,0.513,3210
1789.29,106.42,465.52,839028,0.389,3210
1935.91,123.94,465.03,839039,0.517,3310
1946.35,103.99,465.65,839047,0.508,3210
2262.06,139.19,464.24,839064,1.279,3310
1702.41,144.61,466.47,839014,0.328,3210
1699.49,107.66,465.95,839024,0.428,3210
1722.46,107.6,465.39,839025,0.459,3210
1857.53,143.03,466.5,839034,0.411,3310
2002.05,118.16,464.83,839042,0.38,3210
2025.58,123.22,463.98,839043,0.523,3210
2014.06,103.27,464.53,839050,0.541,3210
2002.41,84.3,464.7,839054,0.59,3210
2047.62,83.78,465.12,839055,0.784,3210
2273.44,158.71,464.14,839065,0.758,3310
2362.32,159.67,464.24,839070,0.26,3521
2329.55,138.31,464.21,839073,0.254,3210
2149.27,101.79,463.58,839079,0.694,3310
2448.61,358.06,465.62,830239,0.135,3221
3035.26,682.2,466.14,830267,0.197,3026
3071.64,728.27,466.4,830269,0.168,3026
780.73,821.67,314.96,830274,0.684,2310
761.01,810.98,315.75,830277,0.605,2310
741.26,800.51,316.6,830279,0.622,2310
741.98,822.95,315.58,830280,0.637,2310
739.29,755.53,315.29,830297,0.677,2310
701.27,779.35,315.26,830299,0.574,2310
663.04,803.27,315.91,830309,0.682,2310
758.88,769.11,315.26,830319,0.691,2310
682.57,814.16,316.11,830323,0.651,2310
3077.09,527.32,464.21,830413,0.119,3110
3153.79,600.05,463.39,830423,0.126,3026
3193.43,602.09,463.68,830449,0.117,3026
3231.12,649.66,464.21,830452,0.248,3026
3895.13,654.28,460.53,838266,0.183,3521
1539.82,71.74,464.24,838301,0.563,3016
1592.7,62.59,463.78,838307,1.048,3016
2249.2,38.54,462.4,838340,0.31,3210
2032.37,54.42,463.39,838350,0.514,3210
3112.36,64.06,460.63,838361,0.083,3521
3180.76,79.68,460.4,838374,0.041,3521
2923.44,30.47,462.3,838383,0.094,3121
3248.15,830.17,415.55,837977,0.196,3521
3308.88,798.08,414.76,837980,0.189,3210
3269.38,796.15,414.83,837984,0.185,3521
3100.05,592.08,415.62,837991,0.245,3110
2295.62,119.41,463.94,839082,0.442,3210
2589.85,116.69,463.48,839094,0.162,3521
3349.92,398.28,464.67,839119,0.076,3026
3404.42,418.16,463.45,839123,0.255,3026
2252.45,401.59,414.86,839146,0.517,3210
2299.79,593.85,416.77,839160,0.496,3221
2350.22,636.21,416.7,839164,0.404,3221
2375.09,635.98,417.45,839172,0.402,3221
2436.77,570.26,417.32,839182,0.413,3221
2486.6,525.91,415.88,839187,0.121,3221
2486.63,569.08,416.83,839191,0.381,3521
2611.8,525.15,415.58,839212,0.289,3521
2686.7,523.54,415.68,839215,0.195,3521
2696.94,372.33,416.83,839247,0.036,3521
2822.0,370.16,415.06,839254,0.049,3521
2746.21,328.5,416.7,839260,0.057,3521
2858.65,304.61,416.44,839273,0.043,3521
3291.42,640.8,463.65,830465,0.187,3110
3310.58,653.27,463.71,830466,0.106,3110
3368.82,690.64,464.7,830469,0.214,3110
3309.57,676.33,464.01,830473,0.11,3110
3367.54,713.7,464.53,830476,0.169,3110
3460.49,820.26,467.68,830483,0.24,3210
3185.52,667.54,465.16,830501,0.158,3026
3265.9,719.28,465.32,830505,0.111,3521
1495.95,121.28,465.42,830538,1.932,3016
1631.68,113.5,466.57,830550,0.407,3210
1643.46,95.85,466.44,830552,0.432,3210
1710.06,88.24,466.57,830555,0.527,3210
1834.07,105.73,466.57,830561,0.496,3310
1923.97,104.78,466.14,830571,0.527,3310
2590.11,156.45,463.68,830586,0.206,3121
2498.28,157.83,464.96,830592,0.147,3521
2705.27,149.4,463.42,830605,0.078,3121
2762.39,134.53,463.19,830609,0.093,3121
2911.67,112.42,464.3,830616,0.086,3121
2796.67,113.8,463.25,830621,0.079,3121
2974.04,137.55,464.9,830627,0.052,3521
2329.09,99.66,464.53,830638,0.435,3210
2351.59,98.97,464.73,830640,0.438,3026
2577.78,96.8,463.62,830644,0.121,3521
2405.37,78.86,464.34,830663,0.357,3026
2519.93,77.41,464.14,830668,0.19,3521
2612.13,76.23,463.88,830672,0.164,3521
2704.02,74.86,464.14,830676,0.203,3121
2934.01,71.97,463.88,830681,0.112,3121
3229.94,246.38,465.65,830691,0.248,3521
3272.49,229.58,465.26,830693,0.186,3110
3015.11,95.49,463.81,830704,0.065,3521
3121.74,182.73,465.06,830711,0.122,3026
3100.15,176.59,465.26,830712,0.077,3026
3123.25,158.85,465.06,830716,0.292,3026
3297.23,353.76,465.88,830731,0.095,3026
2411.31,527.22,416.96,830747,0.121,3221
2621.84,373.12,416.9,830768,0.103,3121
2496.21,331.32,415.72,830777,0.094,3121
2646.18,329.45,417.22,830783,0.078,3121
2683.09,264.19,416.99,830819,0.076,3121
2757.99,263.08,417.36,830822,0.061,3121
2820.3,240.34,416.5,830831,0.082,3121
2334.7,398.74,416.47,830848,0.295,3221
2384.44,397.92,416.96,830850,0.258,3221
2497.72,418.2,416.96,830860,0.086,3221
2522.59,417.87,416.83,830862,0.089,3221
2634.5,394.44,416.9,830874,0.073,3121
2834.6,392.05,414.37,830880,0.053,3521
2911.96,352.81,417.82,830883,0.061,3026
3137.81,617.6,415.32,837993,0.197,3026
3177.19,642.21,415.32,837995,0.096,3026
3268.33,819.25,415.42,837978,0.157,3521
3328.89,809.99,414.37,837982,0.23,3210
3288.67,809.11,414.93,837979,0.206,3521
3119.34,604.71,415.55,837992,0.179,3026
3216.42,666.78,414.86,837997,0.109,3026
2930.33,144.15,464.73,839003,0.049,3121
2912.29,147.43,464.57,839004,0.052,3521
1744.54,145.13,466.47,839006,0.295,3210
1778.17,126.14,465.85,839009,0.282,3210
1766.65,106.65,465.32,839027,0.406,3210
1823.51,125.74,465.29,839031,0.371,3310
1903.92,140.93,465.98,839036,0.401,3310
1926.17,139.26,466.08,839038,0.494,3310
1978.14,119.02,465.19,839041,0.583,3210
2058.94,102.78,464.17,839052,0.523,3210
2024.99,83.91,464.63,839056,0.63,3210
2251.23,158.85,463.88,839063,0.604,3310
2497.85,117.44,464.07,839088,0.19,3521
2566.59,117.01,463.58,839092,0.195,3521
2681.48,115.18,463.25,839098,0.146,3121
2092.57,82.96,463.39,839104,0.655,3210
2204.94,81.42,463.22,839110,0.631,3310
2218.98,421.44,415.03,839118,0.583,3310
3424.17,408.09,463.32,839124,0.173,3026
3367.97,412.52,463.81,839126,0.267,3026
2263.34,381.94,414.7,839139,0.374,3310
2308.06,381.25,415.06,839141,0.299,3221
2312.29,572.3,417.09,839161,0.404,3221
2573.9,546.8,415.52,839204,0.374,3521
2911.21,376.17,417.55,830885,0.089,3026
2970.3,390.34,417.22,830898,0.187,3026
1643.43,292.6,414.3,830927,0.525,3210
1811.93,270.72,413.09,830944,0.444,3210
1834.3,270.52,413.32,830947,0.395,3210
1531.55,318.46,414.53,830953,0.393,3210
1465.14,329.71,415.19,830957,0.48,3210
2003.01,248.67,415.35,830975,0.502,3210
1935.58,249.72,414.53,830978,0.382,3210
2070.43,247.92,415.49,830983,0.565,3310
2452.87,242.87,414.47,830985,0.158,3521
3263.34,132.17,515.29,831020,0.121,3521
3368.0,219.7,516.08,831026,0.068,3521
3418.75,265.44,516.27,831029,0.581,3026
3397.23,291.85,516.73,831034,0.58,3026
3592.97,486.01,515.03,831041,0.185,3110
3537.42,427.18,516.21,831051,0.072,3110
3462.06,380.5,517.75,831055,0.087,3026
3556.52,419.28,515.49,831059,0.052,3110
2166.16,10.29,514.8,831070,0.66,3210
2188.77,11.27,514.21,831071,0.684,3210
2233.62,10.62,514.4,831073,0.714,3210
2306.94,57.57,514.96,831075,0.448,3210
3785.26,590.41,462.04,838258,0.187,3210
3879.42,644.84,461.55,838267,0.172,3026
3864.29,617.7,461.09,838270,0.192,3026
3756.25,533.19,461.52,838286,0.241,3210
3049.63,28.73,461.16,838291,0.053,3121
1504.22,77.22,463.52,838297,0.712,3016
1522.03,74.69,464.3,838299,0.912,3016
1575.09,65.6,464.11,838305,1.312,3016
1559.53,52.68,464.63,838325,1.373,3016
2213.77,38.54,462.27,838336,0.546,3210
2231.38,38.44,462.2,838338,0.434,3210
2005.53,42.24,463.42,838354,0.516,3210
3125.77,74.53,460.6,838362,0.069,3521
3129.42,57.73,460.76,838365,0.06,3521
2935.68,45.59,460.5,838384,0.083,3121
2988.7,44.77,460.99,838389,0.077,3121
3069.02,28.3,461.78,838409,0.046,3121
3787.22,571.84,462.11,838257,0.324,3210
3848.71,608.98,461.06,838269,0.256,3026
3801.86,562.65,462.01,838279,0.215,3110
1468.75,83.65,461.32,838294,1.882,3016
1557.5,68.95,464.44,838303,1.237,3016
1610.81,59.57,464.44,838309,0.405,3016
3140.51,85.39,460.47,838363,0.055,3521
3157.47,93.26,460.17,838364,0.055,3521
2862.75,15.31,461.35,838398,0.105,3121
3084.7,40.05,461.48,838411,0.018,3121
2289.78,28.92,514.96,831077,0.561,3210
2279.09,9.44,515.19,831078,0.533,3210
2301.79,8.22,515.29,831081,0.84,3210
2599.49,37.39,516.47,831088,0.154,3521
2614.03,5.73,515.88,831090,0.174,3521
2545.52,6.91,515.95,831098,0.246,3521
2386.63,8.58,515.95,831114,0.229,3210
2724.07,-1.06,506.86,831129,0.119,3121
2776.27,3.63,515.22,831135,0.099,3121
2786.9,23.48,516.21,831136,0.192,3121
3075.35,66.62,513.71,831140,0.039,3521
3004.28,-0.67,515.65,831150,0.063,3521
2154.06,491.52,464.07,831162,0.673,3310
2087.68,491.88,464.27,831179,0.71,3310
2108.55,453.17,464.7,831181,0.65,3310
2130.83,490.08,463.65,831192,0.613,3310
2197.1,335.52,464.99,831210,0.534,3310
2141.23,316.49,465.75,831211,0.842,3310
2365.44,314.68,464.14,831213,0.245,3221
2253.37,314.65,464.57,831218,0.815,3310
2128.73,297.1,466.08,831232,0.554,3310
1668.79,282.73,465.68,831235,0.37,3210
1690.14,282.4,465.52,831238,0.402,3210
1755.5,126.33,465.62,839007,0.271,3210
1791.36,142.74,466.14,839010,0.403,3210
1800.61,125.94,465.09,839011,0.365,3310
1834.76,143.75,466.21,839032,0.315,3310
1845.89,125.38,465.16,839033,0.462,3310
1868.2,124.69,465.32,839035,0.535,3310
1991.62,104.09,464.96,839049,0.458,3210
2239.59,139.65,463.75,839062,0.47,3310
2284.73,139.13,464.37,839066,0.419,3310
2318.16,159.01,464.07,839068,0.316,3521
2374.59,138.14,464.34,839075,0.16,3026
2228.23,120.62,463.48,839076,0.435,3310
2104.19,102.28,463.85,839077,0.579,3210
2273.12,119.51,463.85,839081,0.545,3310
2543.36,117.34,463.88,839091,0.161,3521
2137.72,82.4,463.39,839107,0.607,3210
2294.74,80.4,463.35,839114,0.543,3210
2196.38,421.94,415.03,839117,0.586,3310
3387.59,403.33,463.78,839127,0.308,3026
3332.63,383.02,465.03,839129,0.047,3026
3361.8,302.84,463.94,839130,0.059,3026
3376.53,319.41,464.34,839132,0.048,3026
2229.84,402.09,414.9,839145,0.549,3310
2274.79,401.33,414.76,839147,0.533,3210
2296.9,400.87,415.45,839148,0.358,3221
2320.1,400.97,415.78,839149,0.35,3221
2362.22,614.52,416.77,839165,0.248,3221
2374.46,592.74,416.7,839167,0.334,3221
2386.86,570.89,416.5,839177,0.297,3221
2536.31,525.61,415.91,839196,0.18,3521
2549.2,547.17,416.21,839200,0.174,3521
2574.76,590.24,416.31,839206,0.21,3521
2673.02,458.91,416.34,839217,0.099,3521
2723.38,458.35,416.11,839219,0.106,3521
2394.93,246.25,414.5,839228,0.23,3521
2771.77,371.18,415.72,839252,0.049,3521
1891.69,366.88,414.17,839365,0.484,3210
2026.82,365.41,415.88,839388,0.579,3310
2262.29,343.06,414.53,839390,0.446,3310
2197.66,342.18,414.5,839394,0.487,3310
2318.88,322.59,414.93,839398,0.256,3521
2206.22,324.3,414.73,839403,0.554,3310
2217.41,303.23,414.11,839418,0.733,3310
2318.36,283.19,414.76,839424,0.324,3521
2250.81,284.73,414.76,839427,0.953,3310
2951.96,354.58,417.16,839441,0.314,3026
3009.14,415.05,417.55,839453,0.148,3521
3048.9,417.05,417.72,839458,0.154,3110
2861.5,291.88,416.21,839473,0.038,3521
2991.88,356.45,417.75,839479,0.132,3026
3129.71,444.84,417.45,839486,0.156,3521
3109.11,407.83,417.55,839503,0.086,3521
2916.75,260.81,417.19,839507,0.122,3521
2340.11,158.32,464.24,839069,0.281,3521
2385.29,159.24,464.11,839071,0.215,3521
2126.53,102.09,463.68,839078,0.559,3210
2250.58,119.9,463.78,839080,0.442,3310
2363.01,118.69,464.01,839085,0.304,3026
2635.45,115.87,463.12,839096,0.168,3521
2727.58,114.98,462.99,839100,0.158,3121
2227.45,81.06,463.29,839111,0.908,3310
3369.48,388.44,463.91,839120,0.084,3026
2161.8,402.12,415.32,839142,0.649,3310
2300.02,637.09,416.83,839155,0.408,3221
2287.06,615.67,416.7,839156,0.694,3321
2350.18,593.69,416.37,839166,0.532,3221
2361.77,571.31,416.34,839169,0.318,3221
2399.66,592.34,417.32,839176,0.292,3221
2524.27,547.23,415.85,839195,0.165,3521
2698.18,458.78,416.31,839218,0.085,3521
2419.84,245.95,414.57,839229,0.249,3521
2470.43,244.97,414.24,839231,0.203,3521
2496.12,244.41,413.98,839236,0.141,3521
2670.66,329.45,416.96,839245,0.057,3121
2746.94,371.28,416.14,839251,0.043,3521
2734.07,350.22,416.8,839255,0.018,3521
2807.57,305.53,416.7,839271,0.063,3521
3208.16,424.3,417.29,839554,0.198,3521
2107.2,664.36,366.04,839692,0.5,3310
2050.54,611.9,366.08,839707,0.763,3310
2275.18,530.53,364.63,839717,0.535,3221
2139.52,532.57,365.19,839724,0.644,3310
2251.96,491.69,364.73,839735,0.327,3221
2206.91,492.05,364.76,839737,0.509,3321
2184.21,492.38,364.5,839738,0.846,3310
2162.19,492.93,364.63,839739,0.911,3310
1389.06,450.02,365.45,839747,0.529,3310
1346.38,397.72,365.98,839755,0.672,3310
1269.93,331.45,365.75,839771,0.534,2210
1230.1,344.15,366.27,839773,0.465,2210
1056.81,428.27,365.35,839777,0.76,2310
1097.92,409.6,366.11,839779,0.483,2310
1261.01,292.77,365.55,839792,0.437,2210
1196.54,313.67,366.86,839795,0.518,2210
1305.17,285.94,365.81,839797,0.525,3310
1297.0,307.24,365.91,839798,0.589,3310
1936.04,328.04,414.44,839369,0.545,3210
1947.3,347.17,415.03,839372,0.546,3310
2026.33,326.36,415.22,839386,0.642,3210
2240.96,343.06,414.6,839392,0.591,3310
2153.76,339.85,415.03,839406,1.08,3310
2162.09,324.69,415.29,839409,0.818,3310
2116.59,325.58,416.08,839411,0.615,3310
2351.79,302.84,414.9,839412,0.332,3521
2307.07,303.17,414.67,839414,0.376,3521
2341.1,283.62,414.67,839423,0.415,3521
2295.89,283.81,414.96,839425,0.443,3521
3068.16,429.15,417.72,839459,0.143,3110
3107.43,454.45,417.26,839461,0.086,3110
2914.29,306.55,417.36,839475,0.081,3521
2972.46,343.98,417.45,839478,0.211,3521
2837.78,240.11,416.14,839488,0.077,3121
2896.35,271.02,416.34,839492,0.093,3521
3012.52,346.48,417.62,839498,0.142,3026
3050.54,370.98,417.88,839500,0.132,3521
2955.4,285.68,417.03,839509,0.109,3521
3032.83,335.85,417.75,839513,0.11,3026
3130.07,397.95,417.85,839518,0.079,3521
3035.94,758.75,419.23,839527,0.192,3026
3055.99,748.38,418.01,839528,0.154,3026
1903.4,386.6,414.83,839354,0.472,3210
1846.8,367.74,412.6,839357,0.49,3210
1913.41,328.4,414.17,839367,0.51,3210
1926.14,386.47,415.12,839370,0.571,3210
1959.04,366.26,402.66,839376,0.529,3310
2323.25,336.5,415.78,839396,0.385,3521
2329.88,302.78,415.22,839413,0.263,3521
2284.96,303.43,414.67,839415,0.381,3310
2374.86,302.45,415.12,839419,0.253,3521
2273.31,284.17,414.99,839426,0.523,3310
2329.88,264.03,414.53,839430,0.331,3521
2991.06,380.2,417.09,839443,0.147,3026
3027.15,450.41,417.62,839445,0.164,3110
3124.13,513.31,417.55,839451,0.428,3110
3087.45,441.82,417.32,839460,0.13,3110
3144.44,501.92,417.39,839467,0.45,3110
2856.22,269.77,416.27,839470,0.039,3521
2933.75,319.38,417.09,839476,0.095,3521
2587.03,568.43,415.95,839207,0.361,3521
2623.67,546.25,415.78,839220,0.28,3521
2519.97,244.25,414.37,839235,0.128,3521
2645.85,286.04,416.5,839243,0.096,3121
2708.94,350.25,417.16,839249,0.09,3521
2733.68,306.71,417.32,839265,0.059,3121
